no,type,id,lokalitas,nama,nama_perusahaan,nama_tampil_badan_hukum,nomor_pb_umku,nomor_tanda_daftar,qr_code,sektor,sistem_elektronik_id,status_id,tanggal_daftar,tanggal_terbit,website,links,
1,tdpseTerbit,6005,LOKAL,SISTEM INFORMASI DESA,CV CLASNET,CV,8.12001E+20,004455.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/6005,Sektor Teknologi Informasi dan Komunikasi,5869,TERDAFTAR,7/17/2022,7/17/2022,banjarnegara-desa.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/6005,
2,tdpseTerbit,6004,LOKAL,JELITA RELOAD,CV CAHAYA MULTI SOLUTION,CV,1.281E+20,004453.02/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/6004,Sektor Perdagangan,5868,TERDAFTAR,7/17/2022,7/17/2022,jelitareload.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/6004,
3,tdpseTerbit,6003,LOKAL,TOPUP STORE,MUHAMMAD YUSUF RIFALDI,,2.70622E+20,004459.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/6003,Sektor Teknologi Informasi dan Komunikasi,5867,TERDAFTAR,7/17/2022,7/17/2022,-,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/6003,
4,tdpseTerbit,6002,LOKAL,ISTANA RELOAD,CV CAHAYA MULTI SOLUTION,CV,1.281E+20,004453.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/6002,Sektor Perdagangan,5866,TERDAFTAR,7/17/2022,7/17/2022,istanareload.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/6002,
5,tdpseTerbit,6001,LOKAL,ASTOREPAY,MUHAMMAD IRSYAD AZHAR,,1.70722E+20,004457.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/6001,Sektor Perdagangan,5865,TERDAFTAR,7/17/2022,7/17/2022,astoree.my.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/6001,
6,tdpseTerbit,6000,LOKAL,MULTI KIRANA ABADI,MULTI KIRANA ABADI,,7.0722E+19,004451.03/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/6000,Sektor Perdagangan,5864,TERDAFTAR,7/17/2022,7/17/2022,-,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/6000,
7,tdpseTerbit,5999,LOKAL,ACEH MULTI PAYMENT,ACEH MULTI PAYMENT,,1.10722E+20,003990.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5999,"Sektor Perdagangan, Sektor Keuangan, Sektor Teknologi Informasi dan Komunikasi",5863,TERDAFTAR,7/17/2022,7/17/2022,ahafidstore.jualan.me,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5999,
8,tdpseTerbit,5998,LOKAL,PT. MULTI KIRANA ABADI,MULTI KIRANA ABADI,,7.0722E+19,004451.02/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5998,Sektor Perdagangan,5862,TERDAFTAR,7/17/2022,7/17/2022,-,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5998,
9,tdpseTerbit,5997,LOKAL,OKA SYAHPUTRA,MULTI KIRANA ABADI,,7.0722E+19,004451.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5997,Sektor Perdagangan,5861,TERDAFTAR,7/17/2022,7/17/2022,-,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5997,
10,tdpseTerbit,5993,LOKAL,CARIK TEKNOLOGI CERDAS,LURI DARMAWAN,,9.0522E+19,004448.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5993,Sektor Teknologi Informasi dan Komunikasi,5857,TERDAFTAR,7/17/2022,7/17/2022,carik.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5993,
11,tdpseTerbit,5992,LOKAL,WEBSITE,MUH.ILHAM JAYA,,1.70722E+20,004446.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5992,Sektor Perdagangan,5856,TERDAFTAR,7/17/2022,7/17/2022,mentorta.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5992,
12,tdpseTerbit,5991,LOKAL,AHLIMATIKA,HANDOKO,,1.70722E+20,004445.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5991,Sektor Teknologi Informasi dan Komunikasi,5855,TERDAFTAR,7/17/2022,7/17/2022,ahlimatika.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5991,
13,tdpseTerbit,5988,LOKAL,MP MOBILE TOPUP,CV LEON PAYMENT SOLUSINDO,CV,1.203E+20,004353.04/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5988,Sektor Perdagangan,5852,TERDAFTAR,7/17/2022,7/17/2022,morenapulsapayment.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5988,
14,tdpseTerbit,5987,LOKAL,LP MOBILE TOPUP,CV LEON PAYMENT SOLUSINDO,CV,1.203E+20,004353.03/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5987,Sektor Perdagangan,5851,TERDAFTAR,7/17/2022,7/17/2022,leonpulsa.net,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5987,
15,tdpseTerbit,5986,LOKAL,MARVINDO REMITTANCE,PT MARVINDO SUKSES CEMERLANG,PT,8.1201E+20,004426.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5986,Sektor Keuangan,5831,TERDAFTAR,7/16/2022,7/17/2022,marvindo-remittance.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5986,
16,tdpseTerbit,5985,LOKAL,AUDIT MANAGEMENT SYSTEM BANK SULSELBAR,PT BANK PEMBANGUNAN DAERAH SULAWESI SELATAN DAN SULAWESI BARAT,PT,1.229E+20,004179.23/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5985,Sektor Teknologi Informasi dan Komunikasi,5850,TERDAFTAR,7/17/2022,7/17/2022,ams.banksulselbar.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5985,
17,tdpseTerbit,5984,LOKAL,KULASPACE,SUTRIADI RAMADHAN,,2.10422E+20,004441.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5984,Sektor Perdagangan,5848,TERDAFTAR,7/17/2022,7/17/2022,kulaspace.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5984,
18,tdpseTerbit,5983,LOKAL,INTAN NOVITA SARI,MITRA INKA PERDANA,,8.0722E+19,004439.02/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5983,Sektor Perdagangan,5846,TERDAFTAR,7/17/2022,7/17/2022,-,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5983,
19,tdpseTerbit,5982,LOKAL,PT. MITRA INKA PERDANA,MITRA INKA PERDANA,,8.0722E+19,004439.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5982,Sektor Perdagangan,5845,TERDAFTAR,7/17/2022,7/17/2022,-,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5982,
20,tdpseTerbit,5981,LOKAL,MOOTA,PT FATTAH TEKNO DIGITAL,PT,9.12031E+20,004436.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5981,Sektor Teknologi Informasi dan Komunikasi,5844,TERDAFTAR,7/17/2022,7/17/2022,moota.co,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5981,
21,tdpseTerbit,5980,LOKAL,MCOKE.CO.ID,CV PUTRA INTI CEMERLANG,CV,1.245E+20,004195.03/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5980,Sektor Perdagangan,5842,TERDAFTAR,7/17/2022,7/17/2022,mcoke.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5980,
22,tdpseTerbit,5979,LOKAL,MEMBER.MCOKE.CO.ID,CV PUTRA INTI CEMERLANG,CV,1.245E+20,004195.02/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5979,Sektor Perdagangan,5840,TERDAFTAR,7/17/2022,7/17/2022,member.mcoke.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5979,
23,tdpseTerbit,5978,LOKAL,BINA PAYMENT,PT BIMASAKTI MULTI SINERGI,PT,2.20201E+19,002933.05/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5978,"Sektor Perdagangan, Sektor Keuangan",5839,TERDAFTAR,7/17/2022,7/17/2022,binapayment.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5978,
24,tdpseTerbit,5977,LOKAL,PEAR LIVE,PT TIANGE TEKNOLOGI INDONESIA,PT,7.0622E+19,004428.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5977,Sektor Teknologi Informasi dan Komunikasi,5837,TERDAFTAR,7/16/2022,7/16/2022,hellocherry.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5977,
25,tdpseTerbit,5976,LOKAL,"PENAMPUNGAN, PENJERNIHAN DAN PENYALURAN AIR MINUM",BEKTI DWI HARTANTI,,1.40722E+20,004432.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5976,"Sektor Energi dan Sumber Daya Mineral, Sektor Pangan",5838,TERDAFTAR,7/16/2022,7/16/2022,-,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5976,
26,tdpseTerbit,5975,LOKAL,C-GUARDS,PT KLIRING PENJAMINAN EFEK INDONESIA,PT,2.80322E+20,003819.04/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5975,Sektor Keuangan,5836,TERDAFTAR,7/16/2022,7/16/2022,cguards.idclear.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5975,
27,tdpseTerbit,5974,LOKAL,E-CLEARS,PT KLIRING PENJAMINAN EFEK INDONESIA,PT,2.80322E+20,003819.03/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5974,Sektor Keuangan,5835,TERDAFTAR,7/16/2022,7/16/2022,-,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5974,
28,tdpseTerbit,5973,LOKAL,M-CLEARS,PT KLIRING PENJAMINAN EFEK INDONESIA,PT,2.80322E+20,003819.02/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5973,Sektor Keuangan,5834,TERDAFTAR,7/16/2022,7/16/2022,cmsmclears.idclear.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5973,
29,tdpseTerbit,5972,LOKAL,PORTAL AK DAN PARTISIPAN,PT KLIRING PENJAMINAN EFEK INDONESIA,PT,2.80322E+20,003819.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5972,Sektor Keuangan,5833,TERDAFTAR,7/16/2022,7/16/2022,membership.kpei.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5972,
30,tdpseTerbit,5971,LOKAL,CASH MANAGEMENT SYSTEM,PT BANK PANIN DUBAI SYARIAH,PT,8.12002E+20,004413.03/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5971,Sektor Keuangan,5825,TERDAFTAR,7/16/2022,7/16/2022,apps.paninbanksyariah.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5971,
31,tdpseTerbit,5970,LOKAL,BRAFO,PT WADAH INOVASI NEUROSAINS,PT,2.01021E+20,004427.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5970,Sektor Teknologi Informasi dan Komunikasi,5832,TERDAFTAR,7/16/2022,7/16/2022,-,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5970,
32,tdpseTerbit,5969,LOKAL,SIMPOOL,PT IKKAT INOVASI TEKNOLOGI,PT,8.12012E+20,004373.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5969,Sektor Teknologi Informasi dan Komunikasi,5791,TERDAFTAR,7/16/2022,7/16/2022,myapp.simpool.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5969,
33,tdpseTerbit,5968,LOKAL,ATURKULINER,PT INOVASI BERDAYAKAN BANGSA,PT,1.245E+20,003880.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5968,"Sektor Teknologi Informasi dan Komunikasi, Sektor Pangan",5830,TERDAFTAR,7/16/2022,7/16/2022,aturkuliner.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5968,
34,tdpseTerbit,5967,LOKAL,APLIKASI KIOSIN,PT KIOS TEKNOLOGI INDONESIA,PT,2.20422E+20,004236.02/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5967,"Sektor Perdagangan, Sektor Teknologi Informasi dan Komunikasi",5829,TERDAFTAR,7/16/2022,7/16/2022,kiosindonesia.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5967,
35,tdpseTerbit,5966,LOKAL,APLIKASI FKIOS,PT PALUGADA SUMBER SUKSES,PT,1.219E+20,004228.03/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5966,"Sektor Perdagangan, Sektor Teknologi Informasi dan Komunikasi",5827,TERDAFTAR,7/16/2022,7/16/2022,fkios.io,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5966,
36,tdpseTerbit,5965,LOKAL,BUKAOLSHOP,BAGUS ANJARI SUWITO,,1.60722E+20,004425.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5965,Sektor Teknologi Informasi dan Komunikasi,5826,TERDAFTAR,7/16/2022,7/16/2022,bukaolshop.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5965,
37,tdpseTerbit,5964,LOKAL,DIGITAL INVITATIONS INDONESIA,RAHMAT RAMADHAN PUTRA,,1.90921E+20,004423.02/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5964,Sektor Teknologi Informasi dan Komunikasi,5824,TERDAFTAR,7/16/2022,7/16/2022,digitalinvitations.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5964,
38,tdpseTerbit,5963,LOKAL,SISDA.ID,RAHMAT RAMADHAN PUTRA,,1.90921E+20,004423.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5963,Sektor Teknologi Informasi dan Komunikasi,5823,TERDAFTAR,7/16/2022,7/16/2022,sisda.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5963,
39,tdpseTerbit,5962,LOKAL,FP MOBILE TOPUP,CV SERVER NUSANTARA SOLUSINDO,CV,2.9401E+19,004249.02/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5962,Sektor Perdagangan,5822,TERDAFTAR,7/16/2022,7/16/2022,familypulsa.co,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5962,
40,tdpseTerbit,5961,LOKAL,GTHRELOAD.XYZ,HERMANTO,,1.60722E+20,004396.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5961,Sektor Perdagangan,5788,TERDAFTAR,7/16/2022,7/16/2022,gthreload.xyz,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5961,
41,tdpseTerbit,5960,LOKAL,SASIRANGAN,Koperasi KARYAWAN PEDAMI,Koperasi,2.02001E+19,003679.04/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5960,Sektor Perdagangan,5821,TERDAFTAR,7/16/2022,7/16/2022,-,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5960,
42,tdpseTerbit,5958,LOKAL,APLIKASI MYPERTAMINA,PT PERTAMINA PATRA NIAGA,PT,9.12031E+20,004419.02/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5958,"Sektor Perdagangan, Sektor Teknologi Informasi dan Komunikasi",5819,TERDAFTAR,7/16/2022,7/16/2022,-,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5958,
43,tdpseTerbit,5957,LOKAL,MOBILE BANKING,PT BANK PANIN DUBAI SYARIAH,PT,8.12002E+20,004413.02/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5957,Sektor Keuangan,5816,TERDAFTAR,7/16/2022,7/16/2022,-,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5957,
44,tdpseTerbit,5956,LOKAL,SAI COWORK,PT SAI INSPIRASI KOLABORASI,PT,2.00422E+20,004420.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5956,Sektor Teknologi Informasi dan Komunikasi,5818,TERDAFTAR,7/16/2022,7/16/2022,-,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5956,
45,tdpseTerbit,5954,LOKAL,WEB REGISTRASI SUBSIDI TEPAT MYPERTAMINA,PT PERTAMINA PATRA NIAGA,PT,9.12031E+20,004419.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5954,"Sektor Perdagangan, Sektor Teknologi Informasi dan Komunikasi",5817,TERDAFTAR,7/16/2022,7/16/2022,subsiditepat.mypertamina.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5954,
46,tdpseTerbit,5951,LOKAL,WEBSITE BANK,PT BANK PANIN DUBAI SYARIAH,PT,8.12002E+20,004413.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5951,Sektor Keuangan,5815,TERDAFTAR,7/16/2022,7/16/2022,panindubaisyariah.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5951,
47,tdpseTerbit,5950,LOKAL,BPR DURIAN MANDIRI,PT BANK PERKREDITAN RAKYAT DURIAN MANDIRI,PT,9.12002E+20,004416.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5950,Sektor Teknologi Informasi dan Komunikasi,5814,TERDAFTAR,7/16/2022,7/16/2022,-,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5950,
48,tdpseTerbit,5948,LOKAL,PARTNERKITA,KONSULTAN LEGALITAS MILENIAL,,1.10222E+20,004418.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5948,Sektor Perdagangan,5812,TERDAFTAR,7/16/2022,7/16/2022,partnerkita.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5948,
49,tdpseTerbit,5947,LOKAL,BPR ARTHA KRAMAT,PT BANK PERKREDITAN RAKYAT ARTHA KRAMAT,PT,1.30722E+20,004397.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5947,Sektor Keuangan,5811,TERDAFTAR,7/16/2022,7/16/2022,bprarthakramat.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5947,
50,tdpseTerbit,5946,LOKAL,CREATIVE MULTIMEDIA INDONESIA,CV CREATIVE MULTIMEDIA INDONESIA,CV,1.249E+20,004408.04/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5946,Sektor Teknologi Informasi dan Komunikasi,5810,TERDAFTAR,7/16/2022,7/16/2022,creativemultimedia.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5946,
51,tdpseTerbit,5945,LOKAL,WEBSITE BANKSURYAARTHAUTAMA.CO.ID,PT BANK PERKREDITAN RAKYAT SURYA ARTHA UTAMA,PT,2.20109E+19,004350.02/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5945,Sektor Keuangan,5809,TERDAFTAR,7/16/2022,7/16/2022,banksuryaarthautama.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5945,
52,tdpseTerbit,5944,LOKAL,PETAPOLITIKA,PT DEWANTARA SANCAKA GUNDALA,PT,9.12031E+20,004414.02/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5944,Sektor Teknologi Informasi dan Komunikasi,5808,TERDAFTAR,7/16/2022,7/16/2022,petapolitika.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5944,
53,tdpseTerbit,5943,LOKAL,DEWANTARA,PT DEWANTARA SANCAKA GUNDALA,PT,9.12031E+20,004414.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5943,Sektor Teknologi Informasi dan Komunikasi,5807,TERDAFTAR,7/16/2022,7/16/2022,dewantara.net,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5943,
54,tdpseTerbit,5942,LOKAL,C MOBILE,CV CREATIVE MULTIMEDIA INDONESIA,CV,1.249E+20,004408.03/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5942,Sektor Teknologi Informasi dan Komunikasi,5806,TERDAFTAR,7/16/2022,7/16/2022,apps.creativemedia.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5942,
55,tdpseTerbit,5941,LOKAL,COATES CONNECT,CV CREATIVE MULTIMEDIA INDONESIA,CV,1.249E+20,004408.02/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5941,Sektor Teknologi Informasi dan Komunikasi,5805,TERDAFTAR,7/16/2022,7/16/2022,ptcoatesconnect.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5941,
56,tdpseTerbit,5940,LOKAL,PT. MENARA PETSKITA INDONESIA,PT MENARA PETSKITA INDONESIA,PT,9.12032E+20,004101.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5940,"Sektor Perdagangan, Sektor Teknologi Informasi dan Komunikasi",5804,TERDAFTAR,7/16/2022,7/16/2022,-,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5940,
57,tdpseTerbit,5939,LOKAL,COATES INDONESIA TAKE5,CV CREATIVE MULTIMEDIA INDONESIA,CV,1.249E+20,004408.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5939,Sektor Teknologi Informasi dan Komunikasi,5803,TERDAFTAR,7/16/2022,7/16/2022,coatesapp.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5939,
58,tdpseTerbit,5938,LOKAL,PAKET KURSUS. COM,"I WAYAN PUTRAYANA,ST",,2.2001E+19,004405.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5938,Sektor Perdagangan,5801,TERDAFTAR,7/16/2022,7/16/2022,paketkursus.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5938,
59,tdpseTerbit,5937,LOKAL,WISENOMIST,PT GLOBAL OTOMAT DIGITAL,PT,9.12001E+20,003885.02/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5937,Sektor Teknologi Informasi dan Komunikasi,5802,TERDAFTAR,7/16/2022,7/16/2022,wisenomist.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5937,
60,tdpseTerbit,5936,LOKAL,VIDYA AMALIAH,CV VIDYA AMALIAH,CV,9.12011E+20,004393.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5936,Sektor Perdagangan,5800,TERDAFTAR,7/16/2022,7/16/2022,-,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5936,
61,tdpseTerbit,5935,LOKAL,REINHART1010.ID,REINHART PREVIANO KOENTJORO,,2.0722E+19,004409.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5935,Sektor Teknologi Informasi dan Komunikasi,5799,TERDAFTAR,7/16/2022,7/16/2022,reinhart1010.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5935,
62,tdpseTerbit,5934,LOKAL,KOMUNITAS ASOSIASI KEWIRAUSAHAAN RAKYAT GORONTALO (KAKRG.ID),PT VIDYA TEKNOLOGI DIGITAL,PT,1.243E+20,004264.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5934,Sektor Perdagangan,5798,TERDAFTAR,7/16/2022,7/16/2022,kakrg.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5934,
63,tdpseTerbit,5933,LOKAL,LEAFHEA,PT LEAFHEA INTERNATIONAL NETWORK,PT,2.4301E+19,004400.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5933,Sektor Perdagangan,5796,TERDAFTAR,7/16/2022,7/16/2022,leafhea.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5933,
64,tdpseTerbit,5932,LOKAL,KATALOGUNIK.COM,PT PRIMA SYIRKAH INTERNATIONAL,PT,2.20101E+19,002941.06/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5932,Sektor Perdagangan,5797,TERDAFTAR,7/16/2022,7/16/2022,katalogunik.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5932,
